id	name	MESH	def
MONDO:0009468	pseudotumor cerebri	MESH:D011559	"""Idiopathic intracranial hypertension is a neurological disorder characterized by isolated increased intracranial pressure manifesting with recurrent and persistent headaches, nausea, vomiting, progressive and transient obstruction of the visual field, papilledema. Visual loss can be irreversible."" [Orphanet:238624]"
MONDO:0009471	intrinsic factor and r binder, combined congenital deficiency of	MESH:C565461	
MONDO:0009473	isotretinoin-like syndrome	MESH:C535542	"""Isotretinoin-like syndrome is a phenocopy of the isotretinoin embryopathy."" [Orphanet:2306]"
MONDO:0009475	isovaleric acidemia	MESH:C538167	"""Isovaleric acidemia (IVA) is an autosomal recessively inherited organic aciduria characterized by a deficiency in isovaleryl-CoA dehydrogenase, that has wide clinical variability and that can present in infancy with acute manifestations of vomiting, failure to thrive, seizures, lethargy, a characteristic ''sweaty feet'' odor, acute pancreatitis and mild to severe developmental delay or in childhood with metabolic acidosis (brought on by prolonged fasting, an increased intake of protein-rich food or infections) and that can be fatal if not treated immediately. Chronic intermittent presentations and asymptomatic patients have also been reported."" [Orphanet:33]"
MONDO:0009476	atresia of small intestine	MESH:C538260	"""Atresia of small intestine is a special form of intestinal atresia with absence of mesentery, which is most likely due to an intrauterine intestinal vascular accident. Newborns are usually preterm infants with low birth-weights, that encounter feeding difficulties (including vomiting with initial feeds, which may later worsened and the abdomen becomes progressively distended) as well as failure to thrive. Affected children present disrupted bowel loops assuming a spiral configuration resembling an 'apple peel' and may have less than half of the normal length of the small bowel and a physiologically short bowel. Atresia of small intestine is characterized by jejunal atresia near the ligament of Treitz, foreshortened bowel, and a large mesenteric gap. The bowel distal to the atresia is precariously supplied. Atresia of small intestine may be a manifestation of cystic fibrosis. The most important cause of mortality is short bowel syndrome, encountered in 65% of cases."" [Orphanet:1201]"
MONDO:0009477	Stromme syndrome	MESH:C565460	"""An autosomal recessive congenital disorder affecting multiple systems with features of a ciliopathy. Affected individuals typically have some type of intestinal atresia, variable ocular abnormalities, microcephaly, and sometimes involvement of other systems, including renal and cardiac. In some cases, the condition is lethal in early life, whereas other patients show normal survival with or without mild cognitive impairment (summary by Filges et al., 2016)."" [https://www.ncbi.nlm.nih.gov/gtr/conditions/C1855705/]"
MONDO:0009479	Johanson-Blizzard syndrome	MESH:C535880|MESH:C564907	"""A multiple congenital anomaly characterized by exocrine pancreatic insufficiency, hypoplasia/aplasia of the nasal alae, hypodontia, sensorineural hearing loss, growth retardation, anal and urogenital malformations, and variable intellectual disability."" [Orphanet:2315]"
MONDO:0009480	Joubert syndrome with oculorenal defect	MESH:C537430	"""Joubert syndrome with oculorenal defect is a rare subtype of Joubert syndrome and related disorders (JSRD) characterized by the neurological features of JS associated with both renal and ocular disease."" [Orphanet:2318]"
MONDO:0009483	Kapur-Toriello syndrome	MESH:C537008	"""Kapur-Toriello syndrome is an extremely rare syndrome characterized by facial dysmorphism, severe intellectual deficiency, cardiac and intestinal anomalies, and growth retardation."" [Orphanet:2328]"
MONDO:0009485	oculocerebrofacial syndrome, Kaufman type	MESH:C537013	
MONDO:0009486	autosomal recessive Kenny-Caffey syndrome	MESH:C537021	"""An autosomal recessive form of Kenny-Caffey syndrome due to mutation(s) in the TBCE gene, encoding tubulin-specific chaperone E. This condition is characterized by hypoparathyroidism with hypocalcemia, marked growth retardation, craniofacial anomalies, absent diploic space in the skull, cortical thickening of long bones with medullary stenosis, and small hands and feet."" [NCIT:C130992]"
MONDO:0009487	keratoconus and congenital hip dysplasia	MESH:C565456	
MONDO:0009488	keratoconus posticus circumscriptus	MESH:C536151	
MONDO:0009489	hereditary palmoplantar keratoderma, Gamborg-Nielsen type	MESH:C565454	"""Hereditary palmoplantar keratoderma, Gamborg-Nielsen type is characterised by the presence of diffuse palmoplantar keratoderma without associated symptoms. The syndrome has been described in multiple families from the northernmost county of Sweden (Norrbotten). The palmoplantar keratoderma found in the Gamborg-Nielsen type disease is milder than that found in Mal de Meleda but more severe than that found in Thost-Unna palmoplantar keratoderma. Transmission is autosomal recessive."" [Orphanet:86923]"
MONDO:0009490	Papillon-Lefevre disease	MESH:D010214	"""Papillon-Lefevre syndrome (PLS) is a rare ectodermal dysplasia characterized by palmoplantar keratoderma associated with early-onset periodontitis."" [Orphanet:678]"
MONDO:0009491	Haim-Munk syndrome	MESH:C537627	"""Haim-Munk syndrome (HMS) is characterized by palmoplantar hyperkeratosis, severe early-onset periodontitis, onychogryposis, pes planus, arachnodactyly and acroosteolysis."" [Orphanet:2342]"
MONDO:0009492	succinyl-CoA:3-ketoacid CoA transferase deficiency	MESH:C537527	"""Succinyl-CoA:3-ketoacid CoA transferase deficiency (SCOTD) is a defect in ketone body utilization characterized by severe, potentially fatal intermittent episodes of ketoacidosis."" [Orphanet:832]"
MONDO:0009493	Richards-Rundle syndrome	MESH:C535674	"""Richards-Rundle syndrome is an extremely rare neurodegenerative disorder characterized by progressive spinocerebellar ataxia, sensorineural hearing loss, and hypergonadotropic hypogonadism associated with additional neurological manifestations (such as peripheral muscle wasting, nystagmus, intellectual disability or dementia) and ketoaciduria."" [Orphanet:1399]"
MONDO:0009495	Keutel syndrome	MESH:C536167	"""Keutel syndrome is characterised by diffuse cartilage calcification, brachytelephalangism, peripheral pulmonary artery stenoses and facial dysmorphism."" [Orphanet:85202]"
MONDO:0009497	Kifafa seizure disorder	MESH:C537708	
MONDO:0009498	lethal Kniest-like dysplasia	MESH:C537208	"""Lethal Kniest-like dysplasia is a severe lethal skeletal dysplasia. It has been described in two sibs (one male and one female) born to nonconsanguineous parents. It is characterized by dumbbell-shaped long bones with markedly shortened diaphyses and metaphyseal irregularities."" [Orphanet:2347]"
MONDO:0009499	Krabbe disease	MESH:D007965	"""A lysosomal disorder that affects the white matter of the central and peripheral nervous systems. It includes infantile, late-infantile/juvenile and adult forms."" [Orphanet:487]"
MONDO:0009501	metabolic myopathy due to lactate transporter defect	MESH:C565449	"""Metabolic myopathy due to lactate transporter defect is a rare metabolic myopathy characterized by muscle cramping and/or stiffness after exercise (especially during heat exposure), post-exertional rhabdomyolysis and myoglobinuria, and elevation of serum creatine kinase."" [Orphanet:171690]"
MONDO:0009502	pyruvate dehydrogenase E2 deficiency	MESH:C565448	"""Pyruvate dehydrogenase E2 deficiency is a very rare form of pyruvate dehydrogenase deficiency (PDHD) characterized by variable lactic acidosis and neurological dysfunction, mainly appearing during childhood."" [Orphanet:79244]"
MONDO:0009503	pyruvate dehydrogenase E3-binding protein deficiency	MESH:C565447	"""Pyruvate dehydrogenase E3-binding protein deficiency is a rare mild form of pyruvate dehydrogenase deficiency (PDHD) characterized by variable lactic acidosis and neurological dysfunction."" [Orphanet:255182]"
MONDO:0009504	mitochondrial DNA depletion syndrome 9	MESH:C538134|MESH:C566885	"""Fatal infantile lactic acidosis with methylmalonic aciduria is a rare neurometabolic disease characterized by infantile onset of severe encephalomyopathy, lactic acidosis and elevated methylmalonic acid urinary excretion. Clinically it manifests with severe psychomotor delay, hypotonia, failure to thrive, feeding difficulties and dystonia. Epilepsy and multiple congenital anomalies may be associated."" [Orphanet:17]"
MONDO:0009505	lactic aciduria due to D-lactic acid	MESH:C565446	
MONDO:0009506	specific granule deficiency	MESH:C562873	
MONDO:0009507	Lambert syndrome	MESH:C538396	"""Lambert syndrome is a very rare syndrome described in four sibs of one French family and characterized by branchial dysplasia (malar hypoplasia, macrostomia, preauricular tags and meatal atresia), club feet, inguinal herniae and cholestasis due to paucity of interlobular bile ducts and intellectual deficit."" [Orphanet:1296]"
MONDO:0009508	Lambotte syndrome	MESH:C537549	
MONDO:0009509	Landau-Kleffner syndrome	MESH:D018887	"""Landau-Kleffner syndrome (LKS) is a rare neurological syndrome characterized by the sudden or gradual development of aphasia (the inability to understand or express language) and recurrent seizures (epilepsy). Children with LKS typically develop normally until signs and symptoms of the syndrome begin to develop between age 2 and 8 years. Males are more often affected by LKS than females. In about 20% of people with LKS, mutations (changes) in the GRIN2A gene have been identified. The syndrome is inherited in an autosomal dominant manner. In other cases, the syndrome may be caused by changes to other unidentified genes. LKS is diagnosed when a doctor sees clinical features that are consistent with the syndrome such as a loss of speech and an electroencephalogram (EEG) that shows specific kinds of seizure activity. Genetic testing can be used to confirm if there is a mutation in GRIN2A, but this testing is not done routinely. Treatment for LKS usually consists of medications such as anticonvulsants and corticosteroids to help prevent seizures. Speech therapy should also be started promptly in order to ensure the best long-term outlook for children with LKS."" [https://rarediseases.info.nih.gov/diseases/6855/landau-kleffner-syndrome]"
MONDO:0009511	Larsen-like syndrome, B3GAT3 type	MESH:C537874	"""Larsen-like syndrome, B3GAT3 type is a rare, genetic, primary bone dysplasia characterized by laxity, dislocations and contractures of the joints, short stature, foot deformities (e.g. clubfeet), broad tips of fingers and toes, short neck, dysmorphic facial features (hypertelorism, downslanting palpebral fissures, upturned nose with anteverted nares, high arched palate) and various cardiac malformations. Severe disease is associated with multiple fractures, osteopenia, arachnodactyly and blue sclerae. A broad spectrum of additional features, including scoliosis, radio-ulnar synostosis, mild developmental delay, and various eye disorders (glaucoma, amblyopia, hyperopia, astigmatism, ptosis), are also reported."" [Orphanet:284139]"
MONDO:0009512	lethal Larsen-like syndrome	MESH:C537872	"""Larsen-like syndrome, lethal type, is characterised by multiple joint dislocation and respiratory insufficiency due to tracheomalacia and/or lung hypoplasia. It has been described in less than ten patients. Transmission is thought to be autosomal recessive. Brain dysplasia has been described in some patients and could result from systemic hypoxic-ischemic insults during the second half of pregnancy, although genetic factors have not been ruled out."" [Orphanet:2371]"
MONDO:0009513	laryngo-onycho-cutaneous syndrome	MESH:C537032	"""LOC syndrome is a subtype of junctional epidermolysis bullosa (JEB) characterized by an altered cry in the neonatal period and by aberrant production of granulation tissue in particular affecting the upper airway tract, conjunctiva and periungual/subungual sites."" [Orphanet:2407]"
MONDO:0009514	Laurence-Moon syndrome	MESH:D007849	"""A very rare genetic multisystemic disorder characterized by pituitary dysfunction, ataxia, peripheral neuropathy, spastic paraplegia, and chorioretinal dystrophy."" [Orphanet:2377]"
MONDO:0009516	absence deformity of leg-cataract syndrome	MESH:C565442	"""Absence deformity of leg B cataract is a very rare syndromic limb malformation described in two distantly related boys. It is characterized by absence deformity of the left leg, progressive scoliosis, short stature, congenital cataract associated with dysplasia of the optic nerve. No intellectual deficit has been observed."" [Orphanet:2310]"
MONDO:0009517	Donohue syndrome	MESH:D056731	"""Leprechaunism is a congenital form of extreme insulin resistance (a group of syndromes that also includes Rabson-Mensenhall syndrome, type A insulin-resistance syndrome, and acquired type B insulin-resistance syndrome) characterized by intrauterine and mainly postnatal severe growth retardation."" [Orphanet:508]"
MONDO:0009520	3-hydroxy-3-methylglutaric aciduria	MESH:C538324	"""3-hydroxy-3-methylglutaric aciduria (3HMG) is an organic aciduria, due to deficiency of 3-hydroxy-3-methylglutaryl-CoA-lyase (a key enzyme in ketogenesis and leucine metabolism) usually presenting in infancy with episodes of metabolic decompensation triggered by periods of fasting or infections, which when left untreated are life-threatening and may lead to neurological sequelae."" [Orphanet:20]"
MONDO:0009521	leukemia, acute myelocytic, with polyposis coli and colon cancer	MESH:C565441	
MONDO:0009522	Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome	MESH:C565440	"""Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome is a rare ectodermal dysplasia syndrome characterized by congenital generalized melanoleukoderma, hypodontia and hypotrichosis associated with infantilism, intellectual disability and growth delay. There have been no further descriptions in the literature since 1961."" [Orphanet:1816]"
MONDO:0009523	Lichtenstein syndrome	MESH:C535894	"""Lichstenstein syndrome is characterised by frequent infections associated with osteoporosis, a tendency for fractures and osseous anomalies. It has been described in two monozygotic twin brothers. Transmission is autosomal recessive."" [Orphanet:2390]"
MONDO:0009524	intellectual disability-spasticity-ectrodactyly syndrome	MESH:C537446	"""Intellectual disability-spasticity-ectrodactyly syndrome is a rare intellectual disability syndrome characterized by severe intellectual disability, spastic paraplegia (with wasting of the lower limbs) and distal transverse defects of the limbs (e.g. ectrodactyly, syndactyly, clinodactyly of the hands and/or feet)."" [Orphanet:1891]"
MONDO:0009525	split hand-foot malformation 3	MESH:C565437	"""The distal limb deficiencies-micrognathia syndrome is characterized by the combination of symmetric severe distal limb reduction deficiencies affecting all four limbs (oligodactyly), microretrognathia, and microstomia with or without cleft palate."" [Orphanet:1307]"
MONDO:0009526	fibular aplasia, tibial campomelia, and oligosyndactyly syndrome	MESH:C565436	
MONDO:0009527	lipase deficiency, combined	MESH:C535904	"""A rare disorder caused by mutation in the LMF1 gene resulting in combined lipase deficiency with concomitant hypertriglyceridemia and associated disorders."" [NCIT:C126558]"
MONDO:0009528	chylomicron retention disease	MESH:C535460	"""Chylomicron retention disease (CRD) is a type of familial hypocholesterolemia characterized by malnutrition, failure to thrive, growth failure, vitamin E deficiency and hepatic, neurologic and ophthalmologic complications."" [Orphanet:71]"
MONDO:0009530	lipoid proteinosis	MESH:D008065	"""Lipoid proteinosis (LP) is a rare genodermatosis characterized clinically by mucocutaneous lesions, hoarseness developing in early childhood and, at times, neurological complications."" [Orphanet:530]"
MONDO:0009533	Dahlberg-Borer-Newcomer syndrome	MESH:C535769	"""Dahlberg-Borer-Newcomer syndrome is a very rare ectodermal dysplasia syndrome, described in 2 adult brothers, characterized by the association of hypoparathyroidism, nephropathy, congenital lymphedema, mitral valve prolapse and brachytelephalangy. Additional features include mild facial dysmorphism, hyperthricoses, and nail abnormalities."" [Orphanet:1563]"
MONDO:0009534	chronic mucocutaneous candidiasis due to inhibition of lymphoblastic transformation	MESH:C565433	
MONDO:0009536	chronic mucocutaneous candidiasis due to intrinsic defect in lymphoblastic transformation	MESH:C565431	
MONDO:0009537	lymphoid interstitial pneumonia	MESH:C562489	"""Interstitial pneumonia characterized by the presence of bibasilar pulmonary interstitial infiltrates composed of lymphocytes and plasma cells. It may be associated with autoimmune and lymphoproliferative disorders. Signs and symptoms include fever, cough, and dyspnea. Symptomatic patients may require immunosuppressive treatment."" [NCIT:C27558]"
MONDO:0009538	lymphoid system deterioration, progressive	MESH:C565430	
MONDO:0009539	lymphoblastic leukemia, acute, with lymphomatous features	MESH:C565429	
MONDO:0009540	chronic mucocutaneous candidiasis due to lymphokine deficiency	MESH:C565428	
MONDO:0009541	lymphopenic hypergammaglobulinemia, antibody deficiency, autoimmune hemolytic anemia, and glomerulonephritis	MESH:C565427	
MONDO:0009542	lysine malabsorption syndrome	MESH:C563080	
MONDO:0009543	prominent glabella-microcephaly-hypogenitalism syndrome	MESH:C537714	"""Prominent glabella B microcephaly B hypogenitalism is a very rare syndrome described in two sibs and characterized by prenatal onset of growth deficiency, microcephaly, hypoplastic genitalia, and birth onset of convulsions."" [Orphanet:2083]"
MONDO:0009544	macrocephaly/megalencephaly syndrome, autosomal recessive	MESH:C537453	
MONDO:0009545	macroepiphyseal dysplasia with osteoporosis, wrinkled skin, and aged appearance	MESH:C537721	
MONDO:0009546	macrosomia adiposa congenita	MESH:C565425	
MONDO:0009547	macrosomia-microphthalmia-cleft palate syndrome	MESH:C537830	"""Macrosomia-microphthalmia-cleft palate syndrome is a rare, genetic, multiple congenital anomalies/dysmorphic syndrome characterized by early macrosomia, bilateral severe microphthalmia and a protuberant abdomen with hepatomegaly. Additional reported features include brachycephaly, large fontanelles, prominent forehead, upturned nose and median cleft palate. Cyanotic apneic spells and overwhelming infection lead to death within the first 6 months of life. There have been no further descriptions in the literature since 1989."" [Orphanet:2432]"
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	MESH:C536148	"""Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement (FHHNCOI) is a form of familial primary hypomagnesemia (FPH), characterized by excessive magnesium and calcium renal wasting, bilateral nephrocalcinosis, progressive renal failure and severe ocular abnormalities."" [Orphanet:2196]"
MONDO:0009550	renal hypomagnesemia 3	MESH:C537153	"""Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement (FHHN) is a form of familial primary hypomagnesemia (FPH), characterized by recurrent urinary tract infections, nephrolithiasis, bilateral nephrocalcinosis, renal magnesium (Mg) wasting, hypercalciuria and kidney failure."" [Orphanet:31043]"
MONDO:0009554	3MC syndrome 3	MESH:C535704	"""Any 3MC syndrome in which the cause of the disease is a mutation in the COLEC10 gene."" [MONDO:patterns/disease_series_by_gene]"
MONDO:0009555	malocclusion and short stature	MESH:C565421	
MONDO:0009556	malonic aciduria	MESH:C535702	"""Malonic aciduria is a metabolic disorder caused by deficiency of malonyl-CoA decarboxylase (MCD)."" [Orphanet:943]"
MONDO:0009557	mandibuloacral dysplasia with type A lipodystrophy	MESH:C535705	"""A rare, autosomal recessive inherited disorder caused by mutations in the LMNA gene. It is characterized by growth retardation, craniofacial abnormalities with mandibular hypoplasia, skeletal abnormalities with progressive osteolysis of the distal phalanges and clavicles, and mottled or patchy skin pigmentation. The affected individuals have a marked acral loss of adipose tissue with normal or increased adipose tissue in the neck and trunk."" [NCIT:C123417]"
MONDO:0009558	Treacher Collins syndrome 3	MESH:C535707	"""Any Treacher-Collins syndrome in which the cause of the disease is a mutation in the POLR1C gene."" [MONDO:patterns/disease_series_by_gene]"
MONDO:0009559	mandibulofacial dysostosis with mental deficiency	MESH:C565420	
MONDO:0009560	oculotrichoanal syndrome	MESH:C536022	
MONDO:0009561	alpha-mannosidosis	MESH:D008363	"""Alpha-mannosidosis is an inherited lysosomal storage disorder characterized by immune deficiency, facial and skeletal abnormalities, hearing impairment, and intellectual deficit."" [Orphanet:61]"
MONDO:0009562	beta-mannosidosis	MESH:D044905	"""Beta-mannosidosis is a very rare lysosomal storage disease characterized by developmental delay of varying severity and hearing loss, but that can manifest a wide phenotypic heterogeneity."" [Orphanet:118]"
MONDO:0009563	maple syrup urine disease	MESH:D008375	"""An autosomal recessive inherited disorder caused by mutations in the BCKDHA, BCKDHB, DBT, and DLD genes. It is characterized by a deficiency of branched-chain alpha-keto acid dehydrogenase complex, leading to accumulation of metabolites in the body fluids. The name of the disease derives from the sweet odor of the urine in infants, reminiscent of maple syrup. Signs and symptoms usually appear in infancy and include lethargy and developmental delays. If untreated, it may lead to seizures, coma, and death."" [NCIT:P378]"
MONDO:0009564	Marden-Walker syndrome	MESH:C535910	"""Marden-Walker syndrome (MWS) is a malformation syndrome characterized by multiple joint contractures (arthrogryposis), a mask-like face with blepharophimosis, micrognathia, high-arched or cleft palate, low-set ears, decreased muscular bulk, kyphoscoliosis and arachnodactyly."" [Orphanet:2461]"
MONDO:0009565	microcephaly-glomerulonephritis-marfanoid habitus syndrome	MESH:C565411	"""This syndrome is characterised by intellectual deficit, marfanoid habitus, microcephaly, and glomerulonephritis."" [Orphanet:2172]"
MONDO:0009566	marfanoid habitus-autosomal recessive intellectual disability syndrome	MESH:C565410	"""Marfanoid habitus B intellectual deficit, autosomal recessive is a very rare multiple congenital anomalies syndrome described in four sibs and characterized by intellectual deficit, flat face and some skeletelal features of Marfan syndrome such as tall stature, dolichostenomelia, arm span larger than height, arachnodactyly of hands and feet, little subcutaneous fat, muscle hypotonia and intellectual deficit."" [Orphanet:2463]"
MONDO:0009568	mast syndrome	MESH:C565409	"""Autosomal recessive spastic paraplegia type 21 is a complex type of hereditary spastic paraplegia characterized by an onset in adolescence or adulthood of slowly progressive spastic paraparesis associated with the additional manifestations of apraxia, cognitive and speech decline (leading to dementia and akinetic mutism in some cases), personality disturbances and extrapyramidal (e.g. oromandibular dyskinesia, rigidity) and cerebellar (i.e. dysdiadochokinesia and incoordination) signs. Subtle abnormalities (e.g. developmental delays) may be noted earlier in childhood. A thin corpus callosum and white matter abnormalities are equally reported on magnetic resonance imaging."" [Orphanet:101001]"
MONDO:0009569	Hennekam-Beemer syndrome	MESH:C536033	"""Hennekam-Beemer syndrome is characterized by the association of skin mastocytosis (appearing as diffuse pigmentation), short stature, microcephaly, conductive hearing loss, and dysmorphic features. It has been described in only two (female) cases"
MONDO:0009570	McDonough syndrome	MESH:C538158	"""A rare, multiple congenital anomalies/dysmorphic syndrome characterized by facial dysmorphsim (prominent superciliary arcs, synophrys, strabismus, large, anteverted ears, large nose, malocclusion of teeth), delayed psychomotor development, intellectual disability and congenital heart defects (e.g. pulmonic stenosis, patent ductus arteriosus, atrial septal defect). Additional features include thorax deformation (pectus excavatum/carinatum), kyphoscoliosis, diastasis recti and cryptorchidism."" [Orphanet:2471]"
MONDO:0009571	Meckel syndrome, type 1	MESH:C536133	"""Any Meckel syndrome in which the cause of the disease is a mutation in the MKS1 gene."" [MONDO:patterns/disease_series_by_gene]"
MONDO:0009573	megaepiphyseal dwarfism	MESH:C536140	
MONDO:0009574	megalencephaly with dysmyelination	MESH:C565408	
MONDO:0009575	thiamine-responsive megaloblastic anemia syndrome	MESH:C536510	"""Thiamine-responsive megaloblastic anemia (TRMA) is characterized by a triad of megaloblastic anemia, non-type I diabetes mellitus, and sensorineural deafness."" [Orphanet:49827]"
MONDO:0009576	megalocornea	MESH:C562829	
MONDO:0009577	megalocornea-intellectual disability syndrome	MESH:C536143	"""Megalocornea-intellectual disability syndrome is a rare intellectual disability syndrome most commonly characterized by megalocornea, congenital hypotonia, varying degrees of intellectual disability, psychomotor/developmental delay, seizures, and mild facial dysmorphism (including round face, frontal bossing, antimongoloid slant of the eyes, epicanthal folds, large low set ears, broad nasal base, anteverted nostrils, and long upper lip). Interfamilial and intrafamilial clinical variability has been reported."" [Orphanet:2479]"
MONDO:0009578	neurocutaneous melanocytosis	MESH:C537387	"""Neurocutaneous melanocytosis (NCM) is a rare congenital neurological disorder characterized by abnormal aggregations of nevomelanocytes within the central nervous system (leptomeningeal melanocytosis) associated with large or giant congenital melanocytic nevi (CMN). NCM can be asymptomatic or present as variably severe and progressive neurological impairment, sometimes resulting in death."" [Orphanet:2481]"
MONDO:0009579	Frank-Ter Haar syndrome	MESH:C536577|MESH:C537274	"""A syndrome defined by megalocornea, multiple skeletal anomalies, characteristic facial dysmorphism (wide fontanels, prominent forehead, hypertelorism, prominent eyes, full cheeks and micrognathia) and developmental delay."" [https://orcid.org/0000-0001-5208-3432, Orphanet:137834]"
MONDO:0009580	intellectual disability, autosomal recessive 1	MESH:C565406	"""Any autosomal recessive non-syndromic intellectual disability in which the cause of the disease is a mutation in the PRSS12 gene."" [MONDO:patterns/disease_series_by_gene]"
MONDO:0009581	intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome	MESH:C537447	"""Intellectual disability-dysmorphism-hypogonadism-diabetes mellitus syndrome is characterised by moderate intellectual deficit, craniofacial dysmorphism (including broad nose with coloboma of the alea nasi, deep-set eyes, prognathism), hypergonadotropic hypogonadism, eunuchoid habitus, type 1 diabetes mellitus, and epilepsy. It has been described in four patients (three brothers and their sister). This syndrome is probably transmitted as an autosomal recessive trait."" [Orphanet:3044]"
MONDO:0009582	Mietens syndrome	MESH:C537444	"""Mietens syndrome is a very rare syndrome consisting of corneal opacity, nystagmus, strabismus, flexion contracture of the elbows with dislocation of the head of the radius and abnormally short ulnae and radii."" [Orphanet:2557]"
MONDO:0009584	intellectual disability, Buenos-Aires type	MESH:C563095	"""Intellectual disability, Buenos-Aires type is a rare intellectual disability syndrome characterized by growth retardation, microcephaly, characteristic facial features (including narrow forehead, bushy eyebrows, hypertelorism, small, downward-slanting palpebral fissures with blepharoptosis, malformed and low-set ears, broad straight nose, thin upper lip, and a wide, tented mouth), developmental delay, intellectual disability, speech disorder, and multiple organ malformations (e.g. ventricular septal defect, megaloureter, dilated renal pelvis). Additional manifestations reported include neurocutaneous lesions (including palmoplantar hyperkeratosis), internal hydrocephalus, and bilateral partial soft-tissue syndactyly of second and third toe."" [Orphanet:3079]"
MONDO:0009585	encephalopathy due to beta-mercaptolactate-cysteine disulfiduria	MESH:C563085	
MONDO:0009586	mesangial sclerosis, diffuse renal, with ocular abnormalities	MESH:C565405	
MONDO:0009587	mesoaxial hexadactyly and cardiac malformation	MESH:C563087	
MONDO:0009588	Langer mesomelic dysplasia	MESH:C537267	"""Langer mesomelic dysplasia (LMD) is characterized by severe disproportionate short stature with mesomelic and rhizomelic shortening of the upper and lower limbs."" [Orphanet:2632]"
MONDO:0009589	mesomelic dwarfism-cleft palate-camptodactyly syndrome	MESH:C565404	"""Mesomelic dwarfism-cleft palate-camptodactyly syndrome is characterised by mesomelic shortening and bowing of the limbs, camptodactyly, skin dimpling and cleft palate with retrognathia and mandibular hypoplasia. It has been described in a brother and sister born to consanguineous parents. Transmission is autosomal recessive."" [Orphanet:2631]"
MONDO:0009590	metachromatic leukodystrophy due to saposin B deficiency	MESH:C562609	
MONDO:0009592	metaphyseal acroscyphodysplasia	MESH:C537350	"""Metaphyseal acroscyphodysplasia is an extremely rare form of metaphyseal dysplasia characterized by the distinctive radiological sign of cone-shaped upper tibial and lower femoral epiphyses embedded in large cup-shaped metaphyses, associated with short stature and micromelia. Upper limb involvement includes brachydactyly and phalangeal and metacarpal cone-shaped epiphyses. The association of metaphyseal acroscyphodysplasia with psychomotor delay and alopecia has also been reported in some cases."" [Orphanet:1240]"
MONDO:0009593	spondylometaphyseal dysplasia, Sedaghatian type	MESH:C535798	"""Spondylometaphyseal dysplasia (SEMD), Sedaghatian type is a neonatal lethal form of spondylometaphyseal dysplasia characterized by severe metaphyseal chondrodysplasia, mild rhizomelic shortness of the upper limbs, and mild platyspondyly."" [Orphanet:93317]"
MONDO:0009594	metaphyseal chondrodysplasia, Kaitila type	MESH:C565400	"""Metaphyseal chondrodysplasia, Kaitila type is a rare multiple metaphyseal dysplasia disease characterized by disproportionate short stature, short limbs and digits, tracheobronchial malacia and progressive thoracolumbar scoliosis. Radiographic imaging shows progression from marked metaphyseal dysplasia of tubular bones in childhood to short and broad bones with mild dysplasia of the joints in adulthood. There have been no further descriptions in the literature since 1982."" [Orphanet:166038]"
MONDO:0009595	cartilage-hair hypoplasia	MESH:C535916	"""Cartilage-hair hypoplasia is a disease affecting the bone metaphyses causing small stature from birth."" [Orphanet:175]"
MONDO:0009596	metaphyseal chondrodysplasia, Pena type	MESH:C565399	
MONDO:0009597	metaphyseal chondrodysplasia, Spahr type	MESH:C537353	
MONDO:0009598	metaphyseal chondrodysplasia-retinitis pigmentosa syndrome	MESH:C565398	
MONDO:0009599	metaphyseal dysostosis-intellectual disability-conductive deafness syndrome	MESH:C565396	"""Metaphyseal dysostosis-intellectual disability-conductive deafness syndrome is characterised by metaphyseal dysplasia, short-limb dwarfism, mild intellectual deficit and conductive hearing loss, associated with repeated episodes of otitis media in childhood. It has been described in three brothers born to consanguineous Sicilian parents. Variable manifestations included hyperopia and strabismus. The mode of inheritance is autosomal recessive."" [Orphanet:2502]"
MONDO:0009600	metaphyseal dysplasia, anetoderma, and optic atrophy	MESH:C565395	
MONDO:0009601	metaphyseal dysplasia without hypotrichosis	MESH:C563574	
MONDO:0009602	metaphyseal modeling abnormality, skin lesions, and spastic paraplegia	MESH:C535875	
MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	MESH:C562803	"""Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency is characterised by delayed motor development, hypotonia and progressive neurodegeneration. To date, it has been described in four boys. The syndrome is caused by mutations affecting the two alleles of the HIBCH gene, encoding 3-hydroxyisobutyryl-CoA hydrolase. The mode of transmission has not yet been established."" [Orphanet:88639]"
MONDO:0009604	methemoglobin reductase deficiency	MESH:C563171	
MONDO:0009605	methemoglobinemia type 4	MESH:C567102	"""Any methemoglobinemia in which the cause of the disease is a mutation in the CYB5A gene."" [MONDO:patterns/disease_series_by_gene]"
MONDO:0009608	methionine malabsorption syndrome	MESH:C562682	
