Sample ID	Manual annotation	Sample info #manual annotation	UBER_ID	MONDO_ID
SRR1946689	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1946690	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1946691	liver	hepatocellular carcinoma	UBERON:0002107	MONDO:0007257
SRR1949804	blood		UBERON:0000178	na
SRR1949805	blood		UBERON:0000178	na
SRR1949806	blood		UBERON:0000178	na
SRR1949807	blood		UBERON:0000178	na
SRR1949808	blood		UBERON:0000178	na
SRR1949809	blood		UBERON:0000178	na
SRR1949810	blood		UBERON:0000178	na
SRR1949811	blood		UBERON:0000178	na
SRR1949812	blood		UBERON:0000178	na
SRR1949813	blood		UBERON:0000178	na
SRR1949814	blood		UBERON:0000178	na
SRR1949815	blood		UBERON:0000178	na
SRR1949816	blood		UBERON:0000178	na
SRR1949817	blood		UBERON:0000178	na
SRR1949818	blood		UBERON:0000178	na
SRR1949819	blood		UBERON:0000178	na
SRR1949820	blood		UBERON:0000178	na
SRR1949821	blood		UBERON:0000178	na
SRR1949822	blood		UBERON:0000178	na
SRR1949823	blood		UBERON:0000178	na
SRR1949824	blood		UBERON:0000178	na
SRR1949825	blood		UBERON:0000178	na
SRR1949826	blood		UBERON:0000178	na
SRR1949827	blood		UBERON:0000178	na
SRR1949828	blood		UBERON:0000178	na
SRR1949829	blood		UBERON:0000178	na
SRR1949830	blood		UBERON:0000178	na
SRR1949831	blood		UBERON:0000178	na
SRR1949832	blood		UBERON:0000178	na
SRR1949833	blood		UBERON:0000178	na
SRR1949834	blood		UBERON:0000178	na
SRR1949835	blood		UBERON:0000178	na
SRR1949836	blood		UBERON:0000178	na
SRR1949837	blood		UBERON:0000178	na
SRR1949838	blood		UBERON:0000178	na
SRR1970393	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970394	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970395	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970396	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970397	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970398	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970399	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970400	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970401	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970402	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970403	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970404	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970405	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970406	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970407	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970408	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970409	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970410	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970411	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970412	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970413	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970414	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970415	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970416	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970417	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970418	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1970419	skin of body	psoriasis	UBERON:0002097	MONDO:0005083
SRR1970420	skin of body	adjacent normal tissue of psoriasis	UBERON:0002097	na
SRR1971626	heart left ventricle		UBERON:0002084	na
SRR1971627	heart left ventricle		UBERON:0002084	na
SRR1971629	heart left ventricle	myotonic dystrophy type 1	UBERON:0002084	MONDO:0008056
SRR1971630	heart left ventricle	myotonic dystrophy type 1	UBERON:0002084	MONDO:0008056
SRR1971631	heart left ventricle	myotonic dystrophy type 1	UBERON:0002084	MONDO:0008056
SRR2013433	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR2013434	prostate gland	prostate cancer	UBERON:0002367	MONDO:0008315
SRR2015713	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015714	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015715	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015716	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015717	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015718	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015719	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015720	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015721	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015722	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015723	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015724	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015725	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015726	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015727	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015728	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015729	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015730	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015731	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015732	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015733	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015734	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015735	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015736	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015737	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015738	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015739	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015740	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015741	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015742	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015743	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015744	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015745	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015746	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015747	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015748	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015749	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015750	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015751	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015752	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015753	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015754	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015755	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015756	Brodmann (1909) area 9		UBERON:0013540	na
SRR2015757	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015758	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015759	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015760	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015761	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015762	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015763	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015764	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015765	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015766	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015767	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015768	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015769	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015770	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015771	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015772	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015773	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015774	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015775	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015776	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015777	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015778	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015779	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015780	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015781	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015782	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015783	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015784	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2015785	Brodmann (1909) area 9	Parkinson's disease	UBERON:0013540	MONDO:0005180
SRR2026309	hippocampal field		UBERON:0003876	na
SRR2026310	hippocampal field		UBERON:0003876	na
SRR2026311	hippocampal field		UBERON:0003876	na
SRR2026312	hippocampal field	myotonic dystrophy type 1	UBERON:0003876	MONDO:0008056
SRR2026314	hippocampal field	myotonic dystrophy type 1	UBERON:0003876	MONDO:0008056
SRR2026317	hippocampal field	myotonic dystrophy type 2	UBERON:0003876	MONDO:0011266
SRR2026318	frontal cortex		UBERON:0001870	na
SRR2026319	frontal cortex		UBERON:0001870	na
SRR2026320	frontal cortex		UBERON:0001870	na
SRR2026321	frontal cortex	myotonic dystrophy type 1	UBERON:0001870	MONDO:0008056
SRR2026322	frontal cortex	myotonic dystrophy type 1	UBERON:0001870	MONDO:0008056
SRR2026323	frontal cortex	myotonic dystrophy type 1	UBERON:0001870	MONDO:0008056
SRR2026325	frontal cortex	myotonic dystrophy type 2	UBERON:0001870	MONDO:0011266
SRR2026326	frontal cortex	myotonic dystrophy type 2	UBERON:0001870	MONDO:0011266
SRR2040339	breast epithelium		UBERON:0008367	na
SRR2040340	breast epithelium		UBERON:0008367	na
SRR2040341	breast epithelium		UBERON:0008367	na
SRR2040342	breast epithelium		UBERON:0008367	na
SRR2040343	breast epithelium		UBERON:0008367	na
SRR2040344	breast epithelium		UBERON:0008367	na
SRR2040345	breast epithelium		UBERON:0008367	na
SRR2040346	breast epithelium		UBERON:0008367	na
SRR2040347	breast epithelium		UBERON:0008367	na
SRR2040348	breast epithelium		UBERON:0008367	na
SRR2040349	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040350	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040351	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040352	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040353	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040354	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040355	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040356	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040357	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040358	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040359	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040360	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040361	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040362	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040363	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040364	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040365	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040366	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040367	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040368	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040369	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040370	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040371	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040372	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040373	breast	breast ductal carcinoma	UBERON:0000310	MONDO:0004953
SRR2040575	brain		UBERON:0000955	na
SRR2040576	brain		UBERON:0000955	na
SRR2040577	heart		UBERON:0000948	na
SRR2040578	heart		UBERON:0000948	na
SRR2040579	liver		UBERON:0002107	na
SRR2040580	liver		UBERON:0002107	na
SRR2040581	testis		UBERON:0000473	na
SRR2040582	testis		UBERON:0000473	na
SRR2047480	brain		UBERON:0000955	na
SRR2047481	brain		UBERON:0000955	na
SRR2047482	brain		UBERON:0000955	na
SRR2047483	brain		UBERON:0000955	na
SRR2047484	brain		UBERON:0000955	na
SRR2047485	brain		UBERON:0000955	na
