Sample ID	Manual annotation	Sample info #manual annotation	UBER_ID	MONDO_ID
SRR1576157	prostate gland		UBERON:0002367	na
SRR1576158	skeletal muscle tissue		UBERON:0001134	na
SRR1576159	intestine		UBERON:0000160	na
SRR1576160	spleen		UBERON:0002106	na
SRR1576161	testis		UBERON:0000473	na
SRR1576162	thymus		UBERON:0002370	na
SRR1576163	thyroid gland		UBERON:0002046	na
SRR1576164	trachea		UBERON:0003126	na
SRR1576170	esophagus		UBERON:0001043	na
SRR1576172	kidney		UBERON:0002113	na
SRR1576173	liver		UBERON:0002107	na
SRR1576174	lung		UBERON:0002048	na
SRR1576176	bladder organ		UBERON:0018707	na
SRR1576177	brain		UBERON:0000955	na
SRR1576178	uterine cervix		UBERON:0000002	na
SRR1576179	colon		UBERON:0001155	na
SRR1576180	ovary		UBERON:0000992	na
SRR1576181	placenta		UBERON:0001987	na
SRR1576182	prostate gland		UBERON:0002367	na
SRR1576183	skeletal muscle tissue		UBERON:0001134	na
SRR1576184	intestine		UBERON:0000160	na
SRR1576185	spleen		UBERON:0002106	na
SRR1576186	testis		UBERON:0000473	na
SRR1576187	thymus		UBERON:0002370	na
SRR1576188	thyroid gland		UBERON:0002046	na
SRR1576189	trachea		UBERON:0003126	na
SRR1593953	pancreas	fetal	UBERON:0001264	na
SRR1593954	pancreas	fetal	UBERON:0001264	na
SRR1603661	brain	autism spectrum disorder	UBERON:0000955	MONDO:0005258
SRR1603662	brain	autism spectrum disorder	UBERON:0000955	MONDO:0005258
SRR1603663	brain		UBERON:0000955	na
SRR1603664	brain		UBERON:0000955	na
SRR1603665	brain		UBERON:0000955	na
SRR1603666	brain		UBERON:0000955	na
SRR1603667	brain	autism spectrum disorder	UBERON:0000955	MONDO:0005258
SRR1603668	brain		UBERON:0000955	na
SRR1603669	brain		UBERON:0000955	na
SRR1603670	brain	autism spectrum disorder	UBERON:0000955	MONDO:0005258
SRR1603671	brain	autism spectrum disorder	UBERON:0000955	MONDO:0005258
SRR1603672	brain	autism spectrum disorder	UBERON:0000955	MONDO:0005258
SRR1608490	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608506	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608514	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608518	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608522	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608526	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608534	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608542	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608546	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608555	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608564	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608569	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608574	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608579	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608584	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608589	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608595	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608599	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608607	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608613	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608619	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608621	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608623	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608624	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608628	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608638	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608649	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608665	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608705	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608713	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608716	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608720	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608736	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608764	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608772	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608776	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608784	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608804	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608820	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608838	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608862	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1608902	bone marrow	acute myeloid leukemia	UBERON:0002371	MONDO:0018874
SRR1609360	ileum		UBERON:0002116	na
SRR1609361	ileum		UBERON:0002116	na
SRR1609362	ileum		UBERON:0002116	na
SRR1609363	ileum		UBERON:0002116	na
SRR1609364	ileum		UBERON:0002116	na
SRR1609365	ileum		UBERON:0002116	na
SRR1609366	ileum		UBERON:0002116	na
SRR1609367	ileum		UBERON:0002116	na
SRR1609368	ileum		UBERON:0002116	na
SRR1609369	ileum		UBERON:0002116	na
SRR1609370	ileum		UBERON:0002116	na
SRR1609371	ileum		UBERON:0002116	na
SRR1609372	ileum		UBERON:0002116	na
SRR1609373	ileum		UBERON:0002116	na
SRR1609374	ileum		UBERON:0002116	na
SRR1609375	ileum		UBERON:0002116	na
SRR1609376	ileum		UBERON:0002116	na
SRR1609377	ileum		UBERON:0002116	na
SRR1609378	ileum		UBERON:0002116	na
SRR1609379	ileum		UBERON:0002116	na
SRR1609381	ileum		UBERON:0002116	na
SRR1609382	ileum		UBERON:0002116	na
SRR1609383	ileum		UBERON:0002116	na
SRR1609384	ileum		UBERON:0002116	na
SRR1609385	ileum		UBERON:0002116	na
SRR1609386	ileum		UBERON:0002116	na
SRR1609387	ileum		UBERON:0002116	na
SRR1609388	ileum		UBERON:0002116	na
SRR1609390	ileum		UBERON:0002116	na
SRR1609391	ileum		UBERON:0002116	na
SRR1609392	ileum		UBERON:0002116	na
SRR1609393	ileum		UBERON:0002116	na
SRR1609394	ileum		UBERON:0002116	na
SRR1609395	ileum		UBERON:0002116	na
SRR1609396	ileum		UBERON:0002116	na
SRR1609397	ileum		UBERON:0002116	na
SRR1609398	ileum		UBERON:0002116	na
SRR1609399	ileum		UBERON:0002116	na
SRR1609400	ileum		UBERON:0002116	na
SRR1609401	ileum		UBERON:0002116	na
SRR1609402	ileum		UBERON:0002116	na
SRR1609403	ileum		UBERON:0002116	na
SRR1609404	ileum		UBERON:0002116	na
SRR1609405	ileum		UBERON:0002116	na
SRR1609406	ileum		UBERON:0002116	na
SRR1609407	ileum		UBERON:0002116	na
SRR1609408	ileum		UBERON:0002116	na
SRR1609410	ileum		UBERON:0002116	na
SRR1609411	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609412	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609413	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609414	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609415	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609416	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609417	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609418	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609419	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609420	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609421	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609422	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609423	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609424	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609425	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609426	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609427	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609428	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609429	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609430	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609431	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609432	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609433	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609434	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609435	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609436	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609437	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609438	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609439	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609440	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609441	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609442	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609443	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609444	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609445	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609446	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609447	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609448	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609449	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609450	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609451	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609452	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609453	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609454	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609455	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609456	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609457	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609458	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609459	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609460	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609461	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609462	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609463	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609464	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609465	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609466	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609467	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609469	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609470	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609471	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609472	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609473	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609474	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609475	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609476	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609477	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609478	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609479	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609480	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609481	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609482	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609483	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609484	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609485	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609486	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609487	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609488	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609489	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609490	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609491	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609492	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609493	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609494	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609495	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609496	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609497	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609498	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609499	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609500	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609501	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609502	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609503	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609504	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609505	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609506	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609507	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609508	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609509	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609510	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609511	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609512	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609513	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609514	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609515	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609516	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609517	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609518	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609519	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609520	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609521	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609522	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609523	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609524	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609525	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609526	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609527	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609528	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609529	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609530	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609531	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609532	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609533	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609534	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609535	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609536	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609537	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609538	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609539	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609540	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609541	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609542	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609543	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609544	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609545	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609546	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609547	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609548	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609549	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609550	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609551	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609552	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609553	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609554	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609555	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609556	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609557	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609558	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609559	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609560	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609561	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609562	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609563	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609564	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609565	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609566	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609567	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609568	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609569	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609570	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609571	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609572	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609573	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609574	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609575	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609576	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609577	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609578	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609579	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609580	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609581	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609582	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609583	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609584	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609585	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609586	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609587	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609588	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609589	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609590	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609591	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609592	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609593	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609594	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609595	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609596	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609597	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609598	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609599	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609600	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609601	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609602	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609603	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609604	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609605	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609606	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609607	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609608	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609609	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609610	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609611	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609612	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609613	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609614	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609615	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609616	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609617	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609618	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609619	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609620	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609621	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609622	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609623	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609624	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609625	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609626	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609627	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609628	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609629	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609630	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609631	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609632	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609633	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609634	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609635	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609636	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609637	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609638	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609639	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609640	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609641	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609642	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609643	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609644	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609645	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609646	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609647	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609648	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609649	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609650	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609651	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609652	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609653	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609654	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609655	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609656	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609657	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
SRR1609658	ileum	pediatric Crohn's disease	UBERON:0002116	MONDO:0005011
